X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
10.9127500,43.9375600,2,,0,0
11.1055600,43.7697200,2,,0,0
11.1096100,43.8017500,2,,0,0
12.4271400,43.1866900,1,50,0,0
12.3657800,43.0300300,1,50,0,0
12.3644200,43.0270800,1,50,0,0
12.3598900,43.0124400,1,50,0,0
12.3598100,43.0144400,1,50,0,0
12.2675000,41.7622200,3,50,0,0
12.3888600,41.7930000,4,70,0,0
12.3706100,41.7876900,4,70,0,0
13.7886100,41.4430600,1,90,0,0
14.8346100,41.0908900,3,50,0,0
13.7605000,42.8004700,1,50,0,0
13.7702200,42.7988300,1,50,0,0
13.7966400,42.7975000,1,50,0,0
13.8012200,42.8331700,1,50,0,0
13.8007800,42.8348900,1,50,0,0
13.7985000,42.8380600,1,50,0,0
13.6296100,43.2812500,1,50,0,0
13.5366900,43.4022500,1,50,0,0
13.5506400,43.4086900,1,50,0,0
11.1852800,44.6330600,3,50,0,0
10.9317500,44.6440800,2,,0,0
12.2038900,45.7132800,2,,0,0
18.3088900,40.3694400,2,,0,0
7.7751100,45.1361100,2,,0,0
10.8914700,43.5730300,1,50,0,0
14.2787500,40.9364700,2,,0,0
9.1503900,45.4892800,1,70,0,0
7.8342200,45.0083900,2,,0,0
10.5378100,45.5698900,1,50,0,0
10.5334700,45.5693900,1,50,0,0
7.8022200,44.9704700,1,50,0,0
11.0242200,43.5455600,1,50,0,0
11.0303900,43.5445600,1,50,0,0
11.1094200,43.5022200,1,50,0,0
10.6152500,43.6769400,1,50,0,0
10.6152200,43.6781100,1,50,0,0
10.6153600,43.6735000,1,50,0,0
11.3367200,43.9781700,1,50,0,0
11.3477200,43.9867500,1,50,0,0
11.3595800,43.9848900,1,70,0,0
8.6795800,45.7354200,1,90,0,0
8.8097200,45.7822200,1,70,0,0
10.2923900,44.3560300,1,50,0,0
10.3543900,45.0816400,1,50,0,0
10.3571700,45.0813100,1,50,0,0
10.3608100,45.0809200,1,50,0,0
9.9804400,45.6761700,1,50,0,0
10.1792500,45.6705600,1,70,0,0
10.5339400,45.4549200,1,50,0,0
10.5331700,45.4557200,1,50,0,0
10.5094200,45.5076700,1,50,0,0
10.5130800,45.5120800,1,30,0,0
10.5071900,45.5165000,1,50,0,0
10.5529200,45.5424700,1,50,0,0
10.5498300,45.5543600,1,50,0,0
10.5255800,45.5666700,1,60,0,0
10.5586100,45.5542800,1,50,0,0
10.5207800,45.5668600,1,60,0,0
10.5176700,45.5671700,1,60,0,0
10.5138300,45.5672500,1,60,0,0
10.5375800,45.5689400,1,50,0,0
10.3990800,45.6101100,1,50,0,0
10.3897500,45.6102200,1,50,0,0
13.0420300,43.0806900,1,50,0,0
14.4630000,41.1624400,1,80,0,0
17.0668600,39.0327800,1,60,0,0
15.7978900,40.6403100,1,70,0,0
13.7955300,42.8826700,1,50,0,0
13.7994200,42.8839700,1,50,0,0
11.6727500,44.3696900,1,70,0,0
11.7547500,44.3374700,1,70,0,0
11.9838600,44.1902200,1,90,0,0
12.0751400,44.1648300,1,90,0,0
12.1995300,45.5880600,1,130,0,0
12.1993300,45.5877800,1,130,0,0
11.9976900,46.0283900,1,70,0,0
11.9993900,46.0372200,1,70,0,0
12.0170600,46.0445300,1,50,0,0
12.0745300,46.0575000,1,70,0,0
12.0854400,46.0623100,1,50,0,0
12.0926400,46.0647800,1,50,0,0
12.9861900,43.3158900,2,,0,0
13.5230800,43.2518300,1,40,0,0
13.6802500,43.3193900,1,50,0,0
13.6740000,43.3212800,1,50,0,0
13.6988100,43.2986100,1,50,0,0
13.7093600,43.3083300,1,50,0,0
13.7095800,43.3364200,1,50,0,0
13.7133600,43.3116100,1,50,0,0
13.7143900,43.3027800,1,50,0,0
13.7146700,43.3236700,1,50,0,0
13.7163600,43.3249400,1,50,0,0
13.7176400,43.3191100,1,50,0,0
13.7210000,43.2947200,1,50,0,0
13.7366700,43.2959200,1,50,0,0
15.2923300,41.0597200,1,80,0,0
14.3620300,41.1786700,2,,0,0
12.7192200,45.9051700,4,130,0,0
12.7897500,45.8454200,4,130,0,0
8.3811100,44.3186700,4,90,0,0
8.4321700,44.2946100,4,90,0,0
7.7494200,44.8407200,4,130,0,0
7.7723100,44.6717800,4,130,0,0
15.9894400,41.2653900,4,130,0,0
15.9136700,41.3156100,4,130,0,0
15.6674400,41.4131400,4,130,0,0
15.5825800,41.4895600,4,130,0,0
15.4138300,41.6820300,4,130,0,0
15.3263900,41.8495300,4,130,0,0
15.0458900,41.9409400,4,130,0,0
14.9348900,42.0126900,4,130,0,0
14.5290800,42.2051700,4,130,0,0
14.4674700,42.2428600,4,130,0,0
14.3975600,42.3209700,4,130,0,0
14.2976100,42.3774400,4,130,0,0
14.2042800,42.4038600,4,130,0,0
14.1497500,42.4061900,4,130,0,0
12.5746900,45.6919700,4,130,0,0
12.6381400,45.7214400,4,130,0,0
12.9328900,45.8067200,4,130,0,0
13.0412800,45.8213900,4,130,0,0
13.1579200,45.8480300,4,130,0,0
13.1578300,45.8481100,4,130,0,0
13.0411700,45.8214700,4,130,0,0
12.9328600,45.8068300,4,130,0,0
12.8671900,45.8017500,4,130,0,0
12.7080000,45.7458300,4,130,0,0
12.5526100,45.6815800,4,130,0,0
13.3893900,45.8724700,4,130,0,0
13.4709700,45.8476700,4,130,0,0
10.3853900,43.4425000,1,70,0,0
11.5118900,44.9854700,4,70,0,0
11.5073600,44.9941700,4,70,0,0
11.5072500,44.9941900,4,70,0,0
11.5118600,44.9854400,4,70,0,0
9.2103300,45.7024200,2,,0,0
12.3182200,42.9521400,1,50,0,0
10.3802200,43.5679700,1,50,0,0
10.4296700,43.5713900,1,50,0,0
10.4471400,43.5751400,1,50,0,0
11.9996700,45.5556100,1,50,0,0
12.3183600,42.9481400,1,50,0,0
11.3163300,43.9682200,1,70,0,0
11.2489700,43.7835300,1,50,0,0
11.3104400,43.8081900,1,50,0,0
11.2899700,43.8025000,1,50,0,0
11.2820300,43.7658600,2,,0,0
11.2800800,43.8063600,1,50,0,0
11.4497800,43.7043300,1,50,0,0
12.8294700,42.7151400,1,50,0,0
12.6746400,42.5532800,1,50,0,0
11.4407500,44.8139200,1,70,0,0
11.3789400,43.7875000,1,50,0,0
11.1886400,43.7395800,1,50,0,0
13.4183100,43.4060300,1,50,0,0
13.4323100,43.4093300,1,50,0,0
13.4373100,43.4045300,1,50,0,0
13.4389400,43.4075600,1,50,0,0
13.4440800,43.4754700,1,70,0,0
13.4451100,43.4138600,1,50,0,0
13.4470800,43.4497500,1,50,0,0
13.4619400,43.4088900,1,50,0,0
13.4638600,43.4078300,1,50,0,0
13.4976900,43.4829200,1,50,0,0
13.4979400,43.5198100,1,50,0,0
13.0934700,43.6536700,1,50,0,0
13.0397200,43.6695600,1,50,0,0
13.0570800,43.6786100,1,50,0,0
13.5527500,43.3707200,1,70,0,0
13.5569700,43.3712500,1,70,0,0
13.6113600,43.4247800,1,50,0,0
13.6105300,43.4308900,1,50,0,0
16.9161100,40.7495800,1,130,0,0
10.2188100,43.9024400,2,,0,0
10.6889400,43.9004400,2,,0,0
10.9799200,44.1804200,2,,0,0
11.1108600,44.2831400,2,,0,0
11.1115800,44.2836400,2,,0,0
7.6133900,45.2315800,2,,0,0
9.4232800,45.6172500,2,,0,0
14.2760800,40.9082800,2,,0,0
11.2349400,42.4726700,1,70,0,0
10.3775300,43.5704700,1,50,0,0
10.4260000,43.5695300,1,50,0,0
10.4410300,43.5751400,1,50,0,0
10.8807500,43.5778900,1,50,0,0
11.4886900,43.6041100,1,50,0,0
10.6770000,43.6592800,1,50,0,0
10.6813300,43.6602500,1,50,0,0
11.0095800,43.7271400,1,50,0,0
11.0715000,43.6833600,1,70,0,0
11.1674200,43.6453600,1,50,0,0
11.4520800,43.6393100,1,50,0,0
11.3170600,43.8381700,1,50,0,0
11.3191400,43.9692500,1,70,0,0
8.5057200,45.2159200,3,70,0,0
8.9214700,44.7205300,1,50,0,0
8.3785600,45.5740800,1,90,0,0
10.2560300,44.6056700,1,50,0,0
9.4514200,45.0898300,1,70,0,0
10.1901700,45.4324400,1,50,0,0
10.2156900,45.3723100,1,50,0,0
9.7471900,45.5914200,1,50,0,0
10.3842500,45.6080800,1,50,0,0
9.9317200,45.6325000,1,50,0,0
9.9365600,45.6333100,1,50,0,0
9.9320000,45.6335800,1,50,0,0
9.9350300,45.6338900,1,50,0,0
9.9354200,45.6435800,1,50,0,0
9.9581700,45.6706700,1,50,0,0
10.8754200,44.5073100,1,60,0,0
10.4261900,45.0706900,1,50,0,0
10.9993100,45.2766400,1,50,0,0
11.2513900,44.6178300,1,70,0,0
11.2348100,45.1131100,1,50,0,0
11.2505000,45.1649700,1,50,0,0
11.2524400,45.1655600,1,50,0,0
10.5475300,45.5610600,1,50,0,0
10.5345000,45.5667500,1,50,0,0
10.6026700,45.4132500,1,70,0,0
10.6260000,45.4022800,1,50,0,0
10.6270600,45.4000600,1,50,0,0
10.6581100,45.4534200,1,50,0,0
10.8095000,45.4494200,1,50,0,0
10.4266900,45.6011900,1,50,0,0
10.4239200,45.6019200,1,50,0,0
10.4218900,45.6029200,1,50,0,0
10.4187800,45.6039700,1,50,0,0
12.5161100,42.5243100,1,50,0,0
12.5171900,42.5231900,1,50,0,0
12.5180600,42.5221400,1,50,0,0
12.5200000,42.5208600,1,50,0,0
12.3182200,42.9547800,1,50,0,0
12.3344400,42.9195600,1,50,0,0
12.4960000,42.6554200,1,50,0,0
12.3546100,42.9287800,1,50,0,0
12.3567200,42.9311400,1,50,0,0
12.5230000,42.6469400,1,50,0,0
12.5163100,42.6502800,1,50,0,0
12.5113900,42.6599400,1,50,0,0
12.5070000,42.6608300,1,50,0,0
12.5313300,42.7516100,1,70,0,0
12.5290300,42.7556400,1,70,0,0
12.5261700,42.7606100,1,70,0,0
12.6907800,42.8184400,1,50,0,0
12.6799200,42.8334400,1,50,0,0
12.6780600,42.8360000,1,50,0,0
14.4618300,36.9267200,1,60,0,0
13.5939200,37.7424400,1,50,0,0
16.0627800,39.1992500,1,70,0,0
16.0636900,39.1923600,1,70,0,0
13.6416700,42.8588900,1,50,0,0
13.6406700,42.8630800,1,50,0,0
13.4105600,43.0070800,1,50,0,0
13.6960000,42.8286400,1,50,0,0
12.7410300,43.8530300,1,70,0,0
12.4925600,43.8717800,1,50,0,0
12.0048300,45.5599200,1,50,0,0
12.0562800,45.5916400,1,50,0,0
12.0771400,45.6050000,1,50,0,0
12.3438100,45.7989700,1,70,0,0
13.3189200,43.2648300,1,50,0,0
13.3571900,43.2881900,1,50,0,0
13.3579200,43.2886700,1,50,0,0
13.1305000,43.6248900,1,50,0,0
13.4090600,43.4050600,1,50,0,0
16.4946400,41.2396700,2,,0,0
11.9752200,44.4140000,2,,0,0
8.1367800,44.3640000,4,90,0,0
8.0892500,44.3739400,4,90,0,0
7.7725600,44.6717800,4,130,0,0
7.7496900,44.8407200,4,130,0,0
12.7810800,41.8181400,4,130,0,0
12.7177500,41.8264200,4,130,0,0
12.6860800,41.8278100,4,130,0,0
12.7805600,41.8180300,4,130,0,0
13.2123300,46.0341900,4,130,0,0
13.2752500,45.9229200,4,130,0,0
12.5720000,41.7229200,2,,0,0
8.7178100,45.9067200,1,50,0,0
12.6643900,42.5537800,1,50,0,0
14.7083900,40.9005300,4,,0,0
14.6300800,40.9355000,4,,0,0
12.1776400,45.6717200,1,50,0,0
10.1102200,45.7152800,1,50,0,0
12.6821700,42.5530300,1,50,0,0
12.6697200,42.5530600,1,50,0,0
8.4402200,44.7231400,2,,0,0
9.2081400,45.4622500,2,,0,0
12.9530600,42.3555300,1,50,0,0
11.2125000,43.7034700,1,50,0,0
12.9494700,42.3558900,1,50,0,0
12.9461400,42.3560300,1,50,0,0
12.9423100,42.3559200,1,50,0,0
12.6478900,42.5477200,1,50,0,0
12.6499200,42.5487800,1,50,0,0
12.4341400,42.4759700,1,90,0,0
12.6464400,42.5468600,1,50,0,0
12.1339700,45.6897800,1,50,0,0
12.5085800,42.6646700,1,50,0,0
13.1385800,41.3808100,1,70,0,0
13.5185800,41.2257200,1,60,0,0
10.5287800,45.3758300,1,50,0,0
10.5627800,45.2597200,1,50,0,0
10.9073300,45.3398900,1,70,0,0
10.9369400,45.3633300,1,50,0,0
10.9481100,45.3260600,1,50,0,0
10.5101400,45.5703600,1,50,0,0
10.5113300,45.5701700,1,50,0,0
10.6335000,45.4087500,1,50,0,0
10.6866100,45.4244400,1,50,0,0
10.7207200,45.4384200,1,50,0,0
10.7270800,45.4379400,1,50,0,0
10.7598100,45.4334700,1,50,0,0
10.8011400,45.4873600,1,50,0,0
10.8624200,45.4292800,1,50,0,0
10.8861400,45.4731100,1,50,0,0
10.5152200,45.5783600,1,50,0,0
11.3905300,45.5823600,1,50,0,0
11.3963100,45.5835600,1,50,0,0
11.3980800,45.5845300,1,50,0,0
11.4086100,45.5850300,1,50,0,0
12.9553900,41.3858300,1,60,0,0
12.9326700,41.3993900,1,60,0,0
13.0578100,41.4331100,1,50,0,0
13.0911700,41.4570300,1,60,0,0
12.8593100,41.4976700,1,70,0,0
12.8503900,41.5284200,1,70,0,0
10.7469700,43.6885300,1,50,0,0
10.7478300,43.6887200,1,50,0,0
10.7560300,43.6904200,1,50,0,0
10.7607500,43.6905000,1,50,0,0
11.0463600,43.6443300,1,30,0,0
11.2124700,43.6833300,1,30,0,0
10.6898100,43.8352200,1,50,0,0
10.6907200,43.8398100,1,50,0,0
10.9120300,43.9208300,1,80,0,0
11.5598900,43.8654700,1,50,0,0
8.5778600,45.9541700,1,50,0,0
8.5793100,45.9500300,1,50,0,0
8.5796700,45.9512500,1,50,0,0
8.5831700,45.9496900,1,50,0,0
9.3235300,45.6184200,1,50,0,0
10.1923600,45.4210600,1,50,0,0
10.2085300,45.3673600,1,50,0,0
9.7569700,45.5972500,1,50,0,0
9.7575800,45.6160000,1,30,0,0
9.7577500,45.6175600,1,50,0,0
9.7578900,45.5989400,1,50,0,0
9.7586900,45.6004200,1,50,0,0
10.0919200,45.6338300,1,50,0,0
9.9351400,45.6430600,1,50,0,0
9.4606700,45.7097200,1,70,0,0
9.4645300,45.7115600,1,50,0,0
9.4564200,45.7153900,1,50,0,0
9.4563300,45.7180800,1,50,0,0
9.4561900,45.7215300,1,50,0,0
10.5519700,45.2458600,1,70,0,0
10.4742200,45.3886900,1,50,0,0
10.4781700,45.3870600,1,50,0,0
10.4839700,45.4011700,1,50,0,0
10.4906400,45.3127500,1,70,0,0
10.5043600,45.3791900,1,50,0,0
12.5358300,41.9707200,1,50,0,0
12.5361900,41.9715300,1,50,0,0
12.7781400,42.4997200,1,50,0,0
12.7838600,42.4989700,1,50,0,0
12.8456400,42.2839400,1,70,0,0
13.0810300,42.4825000,1,70,0,0
12.4081400,42.6342800,1,50,0,0
12.4036400,42.6350300,1,50,0,0
12.4488100,42.6483900,1,50,0,0
12.4511400,42.6484700,1,50,0,0
12.4621400,42.7668100,1,50,0,0
12.4006400,43.1031100,1,50,0,0
12.5324200,42.7743900,1,50,0,0
12.5293900,42.7747200,1,50,0,0
12.5539400,43.0323300,1,50,0,0
12.5538100,43.0339400,1,50,0,0
12.5570600,43.0371100,1,50,0,0
12.5602500,43.0401900,1,50,0,0
12.6514400,42.5496400,1,50,0,0
13.6430000,37.6803900,1,70,0,0
13.6416900,37.6864400,1,70,0,0
13.5934400,37.7442500,1,50,0,0
14.4803900,41.2171900,1,80,0,0
15.1951900,37.7666900,1,50,0,0
13.4688300,43.1334700,1,50,0,0
13.4700800,43.1306100,1,50,0,0
13.4742800,43.1409200,1,50,0,0
13.6449400,43.1512800,1,50,0,0
11.7318300,45.4876400,1,50,0,0
12.1152800,45.0091900,1,70,0,0
12.1408900,45.5285800,1,130,0,0
12.2446100,45.0566400,1,70,0,0
11.6799700,45.8796100,1,70,0,0
12.0731100,45.8912200,1,50,0,0
12.0999700,45.8940800,1,50,0,0
12.0542200,46.0485000,1,50,0,0
12.0446400,46.4857200,1,50,0,0
12.1253900,45.8995300,1,50,0,0
13.4809400,43.1853300,1,50,0,0
13.4334700,43.5042200,1,50,0,0
13.0568300,43.6427200,1,50,0,0
13.5593300,43.5009200,1,70,0,0
10.7964200,43.8780600,2,,0,0
8.9466400,45.0369700,1,50,0,0
10.1255800,45.0879200,3,50,0,0
8.8593600,45.8602500,2,,0,0
8.8090000,45.6601400,4,130,0,0
8.8447800,45.6451700,4,130,0,0
8.9015600,45.6213100,4,130,0,0
8.9914400,45.5835300,4,130,0,0
13.2027200,46.1068900,4,130,0,0
13.0960800,46.2329200,4,130,0,0
13.0611100,46.3230300,4,130,0,0
13.3020300,46.4920800,4,130,0,0
13.4720600,46.5073900,4,130,0,0
13.3772500,46.4990300,4,130,0,0
13.0958600,46.3710000,4,130,0,0
13.0899700,46.2670800,4,130,0,0
13.1727800,46.1452800,4,130,0,0
13.4710300,45.8477500,4,130,0,0
13.3419200,45.8844400,4,130,0,0
8.5833300,45.9752500,1,50,0,0
8.5805000,45.9625300,1,30,0,0
8.5759200,45.9620300,1,50,0,0
17.1084400,39.3220800,1,50,0,0
12.6505000,42.5549700,1,50,0,0
12.6630000,42.5672200,1,50,0,0
12.4242800,42.7813100,1,50,0,0
11.7905000,45.6317200,1,30,0,0
10.7900800,45.5096100,1,50,0,0
10.7960300,45.4880600,1,50,0,0
9.8596900,44.1130800,1,50,0,0
10.7990600,45.4983100,1,50,0,0
11.7788300,45.6335600,1,70,0,0
12.1059400,44.2817200,1,50,0,0
12.7524700,42.5803900,1,50,0,0
13.6089200,43.3996700,1,50,0,0
11.3708900,43.7826400,1,70,0,0
11.8918100,45.5725300,1,50,0,0
11.8741400,45.5476400,1,70,0,0
10.1013100,45.5898900,1,90,0,0
10.1483300,45.5394400,1,110,0,0
10.6322500,43.0040600,1,70,0,0
10.8486700,43.7234200,1,70,0,0
8.4322500,44.2357500,1,50,0,0
9.4244200,44.2845800,1,50,0,0
9.4254700,44.2644700,1,50,0,0
10.2627500,44.6133100,1,50,0,0
10.7270600,43.8108300,1,50,0,0
10.7278300,43.8124700,1,50,0,0
10.8932800,43.9327800,1,80,0,0
8.3361400,45.2836100,1,90,0,0
8.3473900,45.2909200,1,90,0,0
8.2821400,45.6220600,1,50,0,0
8.2830300,45.6206700,1,50,0,0
8.2848600,45.6170000,1,50,0,0
8.2854700,45.6162500,1,50,0,0
10.1333100,45.1168100,1,80,0,0
10.3823900,45.3163300,1,50,0,0
10.3729400,45.3189700,1,50,0,0
10.3704200,45.3213100,1,50,0,0
10.1998600,45.6280300,1,70,0,0
10.1133100,45.6610300,1,70,0,0
10.1167200,45.6616400,1,70,0,0
10.1205300,45.6619400,1,50,0,0
10.0801700,45.6632800,1,70,0,0
10.1583300,45.6688100,1,70,0,0
10.1692500,45.6708100,1,70,0,0
9.4669700,46.1515000,1,50,0,0
9.4340600,46.1739700,1,50,0,0
10.3957200,44.8288600,1,50,0,0
10.4417200,44.8424400,1,50,0,0
10.4517800,44.8437200,1,50,0,0
10.5837200,44.9021400,1,70,0,0
10.6549400,45.2985600,1,90,0,0
10.4782800,45.4661900,1,50,0,0
10.4782800,45.4675800,1,50,0,0
10.4953300,45.3890800,1,50,0,0
10.5171400,45.4321700,1,90,0,0
10.6171900,45.4442200,1,90,0,0
10.6369200,45.4094400,1,50,0,0
10.6397200,45.3986700,1,50,0,0
10.8690000,44.7736700,2,,0,0
10.9729700,45.2409400,1,30,0,0
10.9716100,45.2433900,1,50,0,0
10.7688100,45.4619700,1,50,0,0
10.8505800,45.4634400,1,50,0,0
10.8384400,45.4708900,1,50,0,0
11.5247800,44.8455000,1,70,0,0
11.5307800,44.8569700,1,70,0,0
11.3718300,44.9903600,1,70,0,0
11.3085300,45.0295000,1,90,0,0
11.0065000,45.2315600,1,30,0,0
11.0587800,45.2664700,1,50,0,0
11.0094400,45.2705000,1,30,0,0
11.0536100,45.2746100,1,50,0,0
10.4965600,45.4840300,1,50,0,0
10.4988300,45.5255800,1,50,0,0
10.5028100,45.5620300,1,50,0,0
10.5037800,45.5630000,1,50,0,0
10.5054700,45.5644200,1,50,0,0
10.5100000,45.5668300,1,50,0,0
10.5128300,45.5286700,1,50,0,0
10.7878300,45.5132500,1,50,0,0
10.7879700,45.5131700,1,50,0,0
10.6951700,46.0036100,1,50,0,0
10.6976400,46.0061100,1,50,0,0
10.7199200,46.0267800,1,50,0,0
10.7277800,46.0386400,1,50,0,0
10.7124200,46.0617500,1,50,0,0
10.7138100,46.0707200,1,50,0,0
11.5603100,46.2869200,1,50,0,0
11.5639400,46.2872800,1,50,0,0
11.5662500,46.2875600,1,50,0,0
11.5696900,46.2885600,1,50,0,0
11.5729200,46.2895000,1,50,0,0
10.8070300,46.3173900,1,50,0,0
12.8152200,42.2213900,1,50,0,0
12.8155000,42.2199200,1,50,0,0
12.8200800,42.2152500,1,50,0,0
13.0625800,42.4069700,1,40,0,0
12.3686100,42.8560800,1,50,0,0
12.3712800,42.8535800,1,50,0,0
12.3759700,42.8399400,1,50,0,0
12.3756900,42.8432500,1,50,0,0
12.4180600,43.0802200,1,50,0,0
12.4297200,43.0803300,1,30,0,0
12.4277800,43.0825800,1,30,0,0
12.4238100,43.0838300,1,50,0,0
12.5351400,43.1251400,1,50,0,0
12.7702800,42.5966900,1,70,0,0
12.7979200,42.6333100,1,60,0,0
13.0018600,43.0754700,1,50,0,0
14.4932500,36.9335000,1,60,0,0
13.2801400,37.6925800,1,50,0,0
17.0196100,39.4693300,1,70,0,0
17.2071900,40.5835800,1,50,0,0
17.3154400,40.6997500,1,50,0,0
17.3522200,40.4600800,1,50,0,0
17.5125600,40.3674700,1,90,0,0
17.5132500,40.4393300,1,50,0,0
18.1952800,40.3166900,1,50,0,0
18.2050600,40.3058900,1,50,0,0
18.2062500,40.3045800,1,50,0,0
13.7026900,41.2767200,1,90,0,0
13.7473600,43.1693100,1,90,0,0
11.6198300,44.0810000,1,50,0,0
11.7881100,44.3242200,1,50,0,0
11.8061700,44.3170000,1,50,0,0
11.8713900,44.2828300,1,70,0,0
12.4347200,44.0699400,1,90,0,0
12.4356400,44.0694200,1,90,0,0
12.4621900,44.1363100,1,110,0,0
11.6121400,44.8913600,3,50,0,0
11.6910300,44.9258100,1,70,0,0
11.7323900,44.9396100,1,70,0,0
11.7898600,45.0481100,1,70,0,0
12.2429400,45.0422200,1,70,0,0
11.7340000,45.4878900,1,50,0,0
11.7406700,45.5123300,1,50,0,0
11.7417500,45.5087800,1,50,0,0
11.7738300,45.6490300,1,70,0,0
11.8025600,45.4877200,1,50,0,0
11.8530800,45.6366900,1,50,0,0
11.8544400,45.6542500,1,50,0,0
11.8732200,45.6453100,1,50,0,0
11.8795000,45.6591900,1,50,0,0
11.9131700,45.5007500,1,50,0,0
11.9342200,45.4855800,1,50,0,0
11.9438900,45.5347800,1,50,0,0
11.9918600,45.5259700,1,50,0,0
12.0150600,45.5549700,2,,0,0
12.1087200,45.5440300,1,50,0,0
11.8539200,45.6711100,1,50,0,0
12.0453600,45.8694200,1,50,0,0
12.0175000,46.4021100,1,50,0,0
11.9970800,46.4345800,1,50,0,0
12.5296400,45.8021100,1,70,0,0
12.5266900,45.8035800,1,70,0,0
12.5335000,45.8110800,1,70,0,0
12.5320300,45.8104200,1,70,0,0
12.5400600,45.8136700,1,70,0,0
12.5432800,45.8138300,1,70,0,0
12.5192200,45.8185300,1,70,0,0
12.5220800,45.8188100,1,70,0,0
13.4579200,43.2544400,1,60,0,0
13.4590600,43.2546700,1,60,0,0
13.1568300,43.6177800,1,50,0,0
12.7151100,46.5710600,1,50,0,0
13.6111100,43.4401400,1,50,0,0
10.4412800,43.7590800,2,,0,0
7.7238300,44.8558300,2,,0,0
10.4472500,44.7601400,2,,0,0
10.9100300,44.5797200,2,,0,0
7.5670600,45.0149400,2,,0,0
7.5735000,45.2461700,2,,0,0
9.0083100,44.9812800,2,,0,0
8.7394400,45.6760300,2,,0,0
9.0631400,45.4229700,2,,0,0
14.3078900,40.9679700,3,50,0,0
17.4229400,40.6241400,2,,0,0
11.3606700,43.7840000,2,,0,0
11.2920300,44.7307200,2,,0,0
11.2916700,44.7309400,2,,0,0
11.6136700,44.8914700,3,50,0,0
11.5270000,45.5997200,2,,0,0
11.4774700,45.7000000,2,,0,0
11.8963600,44.2812800,2,,0,0
12.1543300,45.5431400,2,,0,0
8.1766900,45.6753600,1,30,0,0
8.1702200,45.6736400,1,30,0,0
8.2758100,45.7934200,1,50,0,0
8.1733300,45.6743600,1,30,0,0
8.1689400,45.6740600,1,30,0,0
8.2780800,45.7911700,1,50,0,0
11.4946900,44.5006900,1,70,0,0
12.2207500,44.9812200,1,70,0,0
10.6613300,45.2268300,1,90,0,0
8.9572500,45.2060600,1,50,0,0
9.2557500,45.0480000,1,50,0,0
9.2590300,45.0395000,1,50,0,0
9.2573600,45.0448300,1,50,0,0
12.1438300,45.6754700,1,50,0,0
12.1603100,45.6503300,1,50,0,0
11.5331100,43.6249700,1,50,0,0
12.2036700,45.6586100,1,90,0,0
12.1552800,45.6474200,1,50,0,0
13.6770600,43.3131400,1,50,0,0
9.8858300,44.1251700,1,50,0,0
11.1082200,46.1353300,1,40,0,0
12.3651700,41.8871400,4,90,0,0
12.3227200,41.8855300,4,90,0,0
12.2476900,41.9131900,4,90,0,0
11.6610800,45.8582500,3,50,0,0
12.7822200,42.4197500,1,70,0,0
12.6326100,42.5513600,1,50,0,0
7.5326900,45.0709700,1,50,0,0
11.5164200,43.8505000,1,50,0,0
13.6761400,43.3101400,1,50,0,0
10.6186900,43.7159400,1,50,0,0
10.6189200,43.7144200,1,50,0,0
10.6221100,43.7136700,1,50,0,0
10.6228100,43.7168100,1,50,0,0
10.7576900,43.6864200,1,50,0,0
8.0810000,44.5936900,1,50,0,0
8.4073600,44.2270000,1,50,0,0
8.7375600,44.4252800,1,90,0,0
8.7450000,44.8272500,2,,0,0
10.6664200,43.8114200,1,50,0,0
10.9215000,44.5283300,1,50,0,0
10.9283600,44.5277500,1,50,0,0
11.4587800,44.5190600,1,50,0,0
11.4892500,44.5249200,1,50,0,0
11.5503300,44.5430300,1,70,0,0
11.2547800,44.5721900,1,60,0,0
11.4911700,44.5782500,1,50,0,0
11.4956400,44.5795800,1,50,0,0
11.5070000,44.5887200,1,70,0,0
7.5568100,45.0584200,1,70,0,0
7.8815300,45.4307200,1,50,0,0
7.9113900,45.4530600,1,50,0,0
7.9130600,45.4513300,1,50,0,0
7.9162500,45.4493300,1,50,0,0
8.4610300,45.4804200,1,50,0,0
8.4617200,45.4787200,1,50,0,0
8.4622500,45.4773300,1,50,0,0
8.4647200,45.4716100,1,50,0,0
8.6753100,45.1131700,1,50,0,0
8.6766400,45.1126700,1,50,0,0
8.6883900,45.4718900,1,50,0,0
8.9592200,45.2072500,1,50,0,0
8.1771700,45.6766700,1,50,0,0
8.1781100,45.6855300,1,50,0,0
8.1807500,45.6841900,1,50,0,0
8.1825800,45.6833100,1,50,0,0
8.2483300,45.8170300,1,50,0,0
8.2498900,45.8195600,1,50,0,0
9.4391100,45.0146400,1,50,0,0
9.4430300,44.9908100,1,50,0,0
9.4467800,45.0205600,1,50,0,0
9.4518900,45.0162500,1,50,0,0
10.1850600,45.5997800,1,70,0,0
10.5731100,45.2619700,1,50,0,0
10.5781900,45.3130000,1,50,0,0
10.5526400,45.3160300,1,50,0,0
10.5682200,45.3170300,1,50,0,0
10.4812200,45.4549400,1,50,0,0
10.4863600,45.4568300,1,50,0,0
10.5170600,45.4310000,1,90,0,0
10.9693100,45.2369400,1,50,0,0
10.9068300,45.2418900,1,50,0,0
10.9322800,45.2675300,1,50,0,0
10.9681700,45.3661100,1,30,0,0
11.0776100,45.0648100,1,50,0,0
11.0589700,45.0655000,1,50,0,0
