X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
11.1221700,43.8706100,1,50,0,0
11.1312500,43.8651100,1,50,0,0
11.2816100,43.7657500,2,,0,0
11.2463300,43.7750300,2,,0,0
11.2220300,43.7973300,2,,0,0
10.3981900,44.6388900,1,50,0,0
10.4053600,44.6387800,1,50,0,0
10.4096700,44.5963900,1,50,0,0
10.5123300,44.6738100,1,50,0,0
10.6410300,44.6948600,2,,0,0
10.9097800,44.5791700,2,,0,0
11.4113600,44.4720600,2,,0,0
11.4682500,44.4479200,2,,0,0
11.4689200,44.4477200,2,,0,0
11.4636400,44.5104700,2,,0,0
11.4407200,44.5107200,2,,0,0
11.5285600,44.5419400,2,,0,0
16.7182800,39.6064700,1,50,0,0
9.1368100,45.0631100,1,70,0,0
11.9805000,46.7919700,1,50,0,0
11.5406900,44.6444400,1,50,0,0
11.4719700,44.6388600,2,,0,0
11.3616400,44.5769700,2,,0,0
11.3110800,44.7184400,1,50,0,0
11.4118100,44.8876700,2,,0,0
11.4211900,44.8797500,2,,0,0
11.4212200,44.8791400,2,,0,0
11.3953900,44.8639200,4,70,0,0
11.4078900,44.8705600,4,70,0,0
11.4220000,44.8795600,2,,0,0
11.4218600,44.8798600,2,,0,0
11.6093100,44.8939700,2,,0,0
11.5057800,45.0268900,1,50,0,0
10.9485300,44.9615000,1,50,0,0
10.9591700,45.0883600,1,50,0,0
10.9558900,45.1342800,1,50,0,0
10.8093600,45.1154400,1,70,0,0
11.6115300,45.2225800,2,,0,0
11.5860300,45.1893300,1,50,0,0
11.2903900,45.2737800,1,50,0,0
11.2985300,45.2671900,1,50,0,0
10.4423300,43.7601700,2,,0,0
9.3828900,45.0144700,1,50,0,0
11.2701900,45.9408900,1,50,0,0
15.7320300,41.3479400,1,90,0,0
15.7654700,41.3300600,1,90,0,0
11.9847200,45.7234700,1,70,0,0
13.3393100,38.0937500,1,70,0,0
10.7321400,45.1361900,1,50,0,0
15.0183900,40.4319400,1,70,0,0
13.4557500,45.8140000,1,50,0,0
14.6289200,41.2102200,1,80,0,0
11.3215600,45.1668300,1,50,0,0
11.3984700,45.1242800,1,50,0,0
11.4123600,45.1162500,1,50,0,0
11.4255600,45.1040000,1,50,0,0
11.7561100,45.1817800,2,,0,0
11.7241900,44.9322200,1,70,0,0
12.2670300,45.1144700,1,90,0,0
11.8220300,44.8160000,4,70,0,0
11.8568100,44.8088900,4,70,0,0
11.8749200,44.7503300,4,70,0,0
11.8413900,44.7377500,4,70,0,0
12.2143600,44.3780000,2,,0,0
12.1712800,44.4399200,2,,0,0
16.9239200,39.5125800,4,60,0,0
16.9123100,39.5163900,4,60,0,0
11.9746400,44.4139400,2,,0,0
12.0560600,44.2156900,2,,0,0
12.1759400,44.1660300,2,,0,0
12.3992200,44.0937200,2,,0,0
12.3982500,44.0936700,2,,0,0
12.6963600,43.6956700,1,50,0,0
12.8036700,43.6888100,2,,0,0
12.8153600,43.6915800,2,,0,0
12.7115000,43.9674700,1,50,0,0
12.6561400,43.9576700,1,50,0,0
12.9217800,43.7296900,1,50,0,0
12.9652200,43.6694400,1,50,0,0
13.0563600,43.6429200,1,50,0,0
13.4454200,43.4138300,1,50,0,0
13.6298300,43.3717200,1,50,0,0
10.8832500,45.0852200,1,70,0,0
7.8973100,44.6851400,1,50,0,0
13.1631700,41.7865800,1,90,0,0
16.9123100,39.5163300,4,60,0,0
16.9238600,39.5125800,4,60,0,0
11.8251900,45.3341400,1,50,0,0
11.8508300,45.3269400,1,50,0,0
13.5866400,43.2809400,1,50,0,0
13.5810000,43.3057200,1,50,0,0
13.5816100,43.3071400,1,50,0,0
13.5886100,43.3167500,1,50,0,0
13.5777800,43.3423900,1,50,0,0
13.4213600,43.2501400,1,50,0,0
13.4278900,43.2501100,1,50,0,0
13.4790000,43.2297500,1,50,0,0
13.8803900,42.9525300,2,,0,0
13.6713600,42.8404400,1,50,0,0
13.8509200,42.8980000,2,,0,0
12.0587800,45.6611100,1,50,0,0
11.2446100,46.8149200,1,50,0,0
9.6200000,45.0557500,1,50,0,0
11.8605300,46.8163300,1,60,0,0
9.5717200,45.5227500,1,50,0,0
9.5749400,45.5232800,1,50,0,0
11.7078900,44.7077500,1,50,0,0
10.0513100,45.4822800,1,50,0,0
10.0533600,45.4849200,1,50,0,0
13.3483600,43.3621900,1,50,0,0
13.3495800,43.3529700,1,50,0,0
9.3522200,45.4836100,1,110,0,0
9.3659400,45.4837800,1,110,0,0
9.7458300,45.3203600,1,90,0,0
11.7195800,44.5621400,1,50,0,0
11.7220300,44.5609200,1,50,0,0
7.6630300,44.7432500,1,50,0,0
7.6610600,44.7385600,1,50,0,0
7.6670000,44.7416400,1,50,0,0
9.1369200,39.2718100,1,50,0,0
11.6856400,45.4253300,1,50,0,0
11.7858300,43.1039200,1,50,0,0
12.8653900,46.1356700,1,70,0,0
11.6905300,45.4050000,1,50,0,0
12.1038900,45.2621900,1,50,0,0
12.4834400,46.2660000,1,70,0,0
12.4773600,46.2636700,1,70,0,0
12.8531400,45.9569400,1,70,0,0
11.6640000,45.2195800,1,50,0,0
11.5653300,44.8494400,1,50,0,0
12.0569700,45.4770000,1,50,0,0
11.6833600,46.5688300,1,50,0,0
8.7905800,45.1661700,1,70,0,0
11.0059700,43.5793100,1,50,0,0
11.7264400,45.0282200,1,50,0,0
9.4186700,45.5060600,1,50,0,0
9.4154400,45.4958300,1,50,0,0
11.1774400,46.6697800,1,40,0,0
8.1414700,45.1897200,1,90,0,0
8.1441400,45.1897800,1,90,0,0
11.0029700,44.4581400,1,50,0,0
15.5005800,38.0879700,1,50,0,0
7.6529200,44.8648300,1,50,0,0
10.8932500,45.2936100,2,,0,0
12.3027200,45.7416400,1,70,0,0
11.6962800,44.4620000,1,50,0,0
11.6914400,45.2181900,1,50,0,0
11.2849200,43.7463600,1,70,0,0
8.2203900,44.7328900,1,70,0,0
11.6635800,44.9161100,1,70,0,0
14.6743300,41.2091400,1,80,0,0
8.9213300,45.1334200,1,90,0,0
10.3611400,45.5226100,1,50,0,0
12.2267500,44.8862200,1,50,0,0
11.4605600,44.6269700,1,50,0,0
11.5516100,45.1357200,1,50,0,0
12.3678900,45.7393900,1,50,0,0
7.9158300,44.3803600,1,50,0,0
7.4783100,44.7464400,1,50,0,0
11.9219700,45.5671100,1,50,0,0
10.7640300,45.2643600,1,50,0,0
11.4465600,46.4951100,1,50,0,0
10.8266400,45.4444700,1,70,0,0
11.6516900,46.7392500,1,50,0,0
11.5697200,44.4954400,1,50,0,0
10.9606900,43.6312200,1,50,0,0
11.5509200,44.7300600,1,50,0,0
11.5397500,45.1266400,1,50,0,0
11.3460300,46.5038600,1,40,0,0
11.6521700,46.7422500,1,50,0,0
10.9593100,43.6347500,1,50,0,0
11.0030600,43.5814200,1,50,0,0
11.6890000,45.4230800,1,50,0,0
11.6747800,44.9206900,1,70,0,0
7.5541400,45.1154200,1,80,0,0
10.9997200,43.5832500,1,50,0,0
11.7531100,44.7575600,1,50,0,0
11.0143900,45.7777500,1,70,0,0
11.9644400,45.3234700,1,50,0,0
11.2971400,43.7495600,1,70,0,0
7.5301100,45.0073100,2,,0,0
7.5378600,45.0108300,2,,0,0
8.6980000,44.9149200,2,,0,0
9.2924200,45.0789700,2,,0,0
9.2403600,45.7553900,2,,0,0
12.1527800,45.6725800,2,,0,0
14.1113900,42.5198600,2,,0,0
11.3390600,44.4865000,2,,0,0
11.3100800,44.4987800,2,,0,0
11.3587500,44.5392800,2,,0,0
11.3553300,44.5073900,2,,0,0
11.3686900,44.4857200,2,,0,0
11.3476900,44.5160800,2,,0,0
11.2715800,44.4446400,2,,0,0
8.9082500,45.5066900,2,,0,0
12.6472800,45.5354400,2,,0,0
11.4239700,44.5310600,2,,0,0
16.2603300,38.2381400,2,,0,0
11.3622800,44.5052500,2,,0,0
9.4645800,45.6459400,2,,0,0
9.4820600,45.6872800,2,,0,0
11.3701700,44.4591900,2,,0,0
14.1046400,42.3864400,1,50,0,0
14.0395600,42.3956900,1,50,0,0
13.8191400,41.2843900,1,50,0,0
13.8071900,41.2785300,1,50,0,0
13.8050800,41.2776100,1,50,0,0
13.7969700,41.2723300,1,50,0,0
13.6994400,43.3543600,1,50,0,0
13.6947800,41.2734400,1,70,0,0
13.6915600,41.2720600,1,70,0,0
13.6886900,41.2706900,1,70,0,0
13.6871400,41.2698600,1,70,0,0
13.5878100,43.2705000,1,50,0,0
13.4963300,43.0973100,1,50,0,0
13.4046900,43.2515000,1,50,0,0
13.3778600,43.5409200,1,50,0,0
13.2117500,43.6036700,1,50,0,0
13.1560600,43.6652200,1,50,0,0
13.1552500,43.6633100,1,50,0,0
13.0927500,46.1076700,1,50,0,0
13.0681100,46.0142500,1,50,0,0
12.9421400,45.9665800,1,90,0,0
12.8550800,45.9573300,1,70,0,0
12.8382200,42.7415300,1,50,0,0
12.8269200,45.9416400,1,50,0,0
12.7046400,43.9699400,1,50,0,0
12.6811100,43.9825300,1,50,0,0
12.6058900,42.1584700,1,50,0,0
12.6031100,42.1616400,1,50,0,0
12.6055300,43.0470300,1,50,0,0
12.5685000,44.0433900,1,50,0,0
12.5444200,43.1432500,1,50,0,0
12.5377500,43.0772800,1,50,0,0
12.5356900,43.1410000,1,50,0,0
12.4604200,43.0217800,1,50,0,0
12.3915300,43.0977200,1,50,0,0
12.3913600,43.0992500,1,50,0,0
12.3249400,45.5890000,1,50,0,0
12.3108300,43.0585300,1,50,0,0
12.3092800,45.7367200,1,50,0,0
12.1530800,45.5380600,1,50,0,0
12.1029400,44.9021400,1,50,0,0
12.0975800,45.2685300,1,50,0,0
12.0850800,44.3963300,1,50,0,0
12.0236900,45.2448300,1,50,0,0
11.9830300,45.7095600,1,50,0,0
11.9678100,45.1728100,1,50,0,0
11.9624700,45.1638100,1,50,0,0
11.9582800,45.1735800,1,50,0,0
11.9538300,45.1701100,1,50,0,0
11.9090000,44.8151100,1,50,0,0
11.8953100,44.8201400,1,50,0,0
11.8910600,44.8191400,1,50,0,0
11.8911400,44.8165600,1,50,0,0
11.8903900,44.7980000,1,50,0,0
11.8807200,45.1790600,1,50,0,0
11.8764200,46.3586400,1,50,0,0
11.8742500,44.8090600,1,50,0,0
11.8033100,45.7964200,1,50,0,0
11.8013900,45.7822800,1,50,0,0
11.7380000,45.7843100,1,50,0,0
11.7150600,45.6277500,1,50,0,0
11.6830300,45.6626700,1,50,0,0
11.6677200,45.4348900,1,50,0,0
11.6590600,45.3911900,1,50,0,0
11.6573100,44.4774200,1,50,0,0
11.6501400,45.3829400,1,50,0,0
11.6456400,45.3812500,1,50,0,0
11.6411100,45.6951900,1,50,0,0
11.5917200,44.7803900,1,50,0,0
11.5822200,44.7745800,1,50,0,0
11.5265800,44.8035300,1,50,0,0
11.4627500,44.6290600,1,50,0,0
11.4124700,45.7304700,1,70,0,0
11.3861900,45.6496900,1,50,0,0
11.3825600,45.6413100,1,50,0,0
11.3320300,45.7201900,1,50,0,0
11.2402800,46.0073100,1,50,0,0
10.9681900,45.4164700,1,50,0,0
10.9525600,44.6585000,1,70,0,0
10.5648600,43.8757800,1,50,0,0
10.3736400,44.7105000,1,90,0,0
10.3648300,44.6012200,1,50,0,0
10.3595800,44.5975000,1,50,0,0
10.2166900,45.5120600,1,110,0,0
10.1980300,45.5192200,1,110,0,0
10.0561100,45.8117800,1,90,0,0
10.1063600,45.8390300,2,90,0,0
9.9852200,45.2430800,1,90,0,0
9.4933300,45.2076900,1,50,0,0
9.4565600,45.2003300,1,50,0,0
9.4561100,45.1981100,1,50,0,0
9.4133900,45.0016100,1,50,0,0
9.4046900,45.0025800,1,50,0,0
9.3937500,44.9994200,1,50,0,0
9.3929700,44.9793600,1,50,0,0
9.3512800,45.1138100,1,70,0,0
9.3344400,45.4985000,1,90,0,0
9.3214700,45.5314400,1,50,0,0
9.2979400,45.2498300,1,40,0,0
9.2870800,45.2531900,1,40,0,0
9.2831100,45.5341100,1,50,0,0
9.2821400,45.1031400,1,50,0,0
9.2815600,45.1964400,1,50,0,0
9.2650300,45.1885000,1,50,0,0
9.1469700,44.3586900,1,50,0,0
9.1380000,44.3607500,1,50,0,0
9.1348300,44.3622800,1,50,0,0
9.1335600,44.3620600,1,50,0,0
9.1314700,44.3620800,1,50,0,0
9.1296100,44.3627800,1,50,0,0
9.1355300,45.2821900,1,50,0,0
9.1349200,45.2839400,1,50,0,0
9.1290300,45.0084700,1,50,0,0
9.1273300,45.0115800,1,50,0,0
9.0346100,45.1309200,1,50,0,0
9.0229200,45.1241100,1,50,0,0
9.0059700,45.1219700,1,50,0,0
8.9993300,45.1215600,1,50,0,0
8.9696900,44.7290300,1,50,0,0
8.9504200,44.7332200,1,50,0,0
8.9497200,44.9057500,1,50,0,0
8.9383100,44.7301900,1,50,0,0
8.8463100,44.6131700,1,50,0,0
8.8305300,44.6544700,1,50,0,0
8.8287800,44.6615600,1,50,0,0
8.6746700,45.8552500,1,50,0,0
8.6093900,45.8079400,1,50,0,0
8.5486400,44.7397200,1,50,0,0
8.5334700,45.7102200,1,50,0,0
8.5267800,45.7094700,1,50,0,0
8.5235000,45.7033300,1,50,0,0
8.5039400,45.7094700,1,50,0,0
8.4910300,45.7050000,1,50,0,0
8.4507800,45.0761100,1,50,0,0
8.4389400,44.2797800,1,70,0,0
8.4034700,44.8974400,1,50,0,0
8.4001100,44.8965600,1,50,0,0
8.3852500,45.4560800,1,50,0,0
8.3851100,45.4544200,1,50,0,0
8.3851400,45.4525800,1,50,0,0
8.3850000,45.4499200,1,50,0,0
8.3848300,45.4491400,1,50,0,0
8.3757800,44.8012800,1,50,0,0
8.3728900,44.7722800,1,50,0,0
8.3698600,44.8072200,1,50,0,0
8.3698600,44.7638100,1,50,0,0
8.3680000,44.7790800,1,50,0,0
8.3373600,45.1420300,1,50,0,0
8.3274700,45.1410600,1,50,0,0
8.3259400,45.1404200,1,50,0,0
8.3221700,45.6083100,1,70,0,0
8.2458300,45.0017500,1,70,0,0
8.2436400,44.9998300,1,70,0,0
8.1863600,44.8396700,1,50,0,0
8.1820000,44.8346400,1,50,0,0
8.1798100,44.8320300,1,50,0,0
8.1790000,44.8244400,1,50,0,0
8.1768900,44.6375600,1,50,0,0
8.1730600,44.6347200,1,50,0,0
7.9967500,44.8749400,1,50,0,0
7.9931700,44.8798600,1,50,0,0
11.2385600,44.0735800,4,110,0,0
11.1925000,44.1425300,4,110,0,0
11.1964400,44.1655600,4,110,0,0
11.1919200,44.1425600,4,110,0,0
11.2383600,44.0731900,4,110,0,0
12.0232800,45.2482500,1,50,0,0
7.4763600,44.7422200,1,50,0,0
8.9062800,45.0894700,1,50,0,0
7.4756400,44.5659700,1,50,0,0
12.2548300,44.8049200,1,50,0,0
10.8508600,45.4845600,1,50,0,0
9.1530000,45.5574400,2,,0,0
8.9073100,45.0949400,1,50,0,0
13.6220600,43.4447200,1,70,0,0
16.4250800,41.2682800,1,50,0,0
11.6482800,46.6879200,1,50,0,0
11.1753900,46.6088100,1,50,0,0
9.6064200,45.0450300,1,50,0,0
9.6364400,45.0001700,1,90,0,0
9.5752800,44.9821100,1,50,0,0
11.6451100,46.7347500,1,50,0,0
11.6716700,46.5734700,1,50,0,0
11.1996900,46.7289400,1,50,0,0
11.2441100,46.8064400,1,60,0,0
9.1102500,45.7331900,1,50,0,0
11.1551100,46.6671700,1,50,0,0
11.1623100,46.6671100,1,40,0,0
7.5293900,45.0074400,2,,0,0
7.5373100,45.0108900,2,,0,0
10.7750000,45.5973300,1,70,0,0
10.7649700,45.5935800,1,70,0,0
10.7571900,45.5906700,1,70,0,0
10.7830800,46.6260800,1,50,0,0
8.8878600,44.8476900,1,50,0,0
8.2501400,45.5938100,1,50,0,0
10.1540000,45.1125300,1,50,0,0
9.9548900,44.9035800,1,90,0,0
11.2743300,46.5109400,1,40,0,0
12.8718100,46.0493300,1,50,0,0
11.7106400,45.3773100,1,50,0,0
11.6400800,44.8548300,1,50,0,0
11.6379700,44.8514700,1,50,0,0
9.0379400,45.7084400,1,50,0,0
7.8953300,44.4410300,1,50,0,0
12.8299700,46.0300000,1,50,0,0
9.5537800,45.0575300,1,50,0,0
11.8189400,43.1415800,1,50,0,0
10.3570300,45.2229200,1,50,0,0
8.7895800,45.1705800,2,,0,0
11.5792200,46.6468600,1,50,0,0
11.5947800,45.4260000,1,50,0,0
11.1566700,46.6604200,1,50,0,0
11.1535000,46.6588900,1,50,0,0
11.7625300,43.4053100,1,130,0,0
10.6888300,44.8686400,1,50,0,0
11.5592200,46.6364700,1,50,0,0
10.6873900,44.9543100,1,50,0,0
10.7265300,44.9791700,1,50,0,0
11.8575800,46.3550300,1,30,0,0
8.2636900,44.3663600,1,30,0,0
8.2178300,44.9149400,2,,0,0
12.5883100,44.0487800,1,50,0,0
10.8076400,45.2638600,1,50,0,0
10.7434400,44.8465000,1,50,0,0
11.3011100,46.3486400,1,40,0,0
11.7436400,45.3546900,1,50,0,0
11.7439700,45.3656400,1,50,0,0
11.7440600,45.3670000,1,50,0,0
8.2779400,44.3638300,1,50,0,0
7.8370600,45.5426400,1,50,0,0
8.7884700,45.1792800,1,50,0,0
11.6715600,45.3466700,1,50,0,0
11.6365600,45.3631700,1,50,0,0
11.6366400,45.3688600,1,50,0,0
10.8393900,46.2422800,1,50,0,0
11.1396100,46.6168300,1,50,0,0
11.5500600,46.4257500,1,50,0,0
18.1201400,40.3579400,1,60,0,0
10.9971900,45.1412200,1,50,0,0
9.9598900,44.2386400,1,50,0,0
11.0881900,46.6789700,1,50,0,0
11.0827200,46.6754200,1,50,0,0
10.7755000,45.2704200,1,50,0,0
11.9676900,43.0014400,1,50,0,0
11.3223900,44.8308300,1,50,0,0
11.9485600,43.0113600,1,50,0,0
12.0810600,45.2167200,2,,0,0
11.8468900,44.5981100,1,50,0,0
11.8902500,43.0242200,1,50,0,0
10.8176700,43.8915000,1,50,0,0
10.7872500,44.6448300,1,50,0,0
11.9990300,42.9603900,1,50,0,0
7.6278900,44.8156400,1,50,0,0
9.5955300,45.5173100,1,50,0,0
9.5965000,45.5174400,1,50,0,0
11.6601900,46.7020600,1,50,0,0
9.8200800,45.6726700,1,30,0,0
9.8182800,45.6722200,1,30,0,0
9.5569400,45.7977500,1,50,0,0
11.4796700,46.4263600,1,50,0,0
11.8135600,42.2530600,1,60,0,0
9.6265000,45.6767500,1,30,0,0
9.6275800,45.6773100,1,30,0,0
9.6298900,45.6782500,1,30,0,0
9.7440000,45.6581400,1,40,0,0
9.7620800,45.6711400,1,30,0,0
9.7756100,45.6642200,1,50,0,0
9.4065800,45.5545000,4,130,0,0
9.4396400,45.5241900,4,130,0,0
9.4261400,45.4422500,4,130,0,0
9.3600300,45.3562200,4,130,0,0
9.3447200,45.3477500,4,130,0,0
9.4285000,45.4485800,4,130,0,0
9.4357200,45.5383900,4,130,0,0
9.4081100,45.5520300,4,130,0,0
9.5373300,45.5105300,4,130,0,0
9.6105000,45.5045600,4,130,0,0
9.6625000,45.5109700,4,130,0,0
9.7102800,45.5010000,4,130,0,0
9.8041900,45.4952200,4,130,0,0
9.9106400,45.5130800,4,130,0,0
9.9535000,45.5210800,4,130,0,0
10.0360800,45.5265600,4,130,0,0
10.0270000,45.5245000,4,130,0,0
9.9541900,45.5213300,4,130,0,0
9.8461900,45.4956700,4,130,0,0
9.7590000,45.4881400,4,130,0,0
9.7111400,45.5008100,4,130,0,0
9.6658100,45.5110600,4,130,0,0
9.5751700,45.5048100,4,130,0,0
9.4670600,45.5074200,4,130,0,0
11.8180800,45.6288100,1,50,0,0
10.6966100,44.9619700,1,50,0,0
8.0223900,44.4716700,1,50,0,0
10.6871900,44.9561100,1,50,0,0
11.3920800,46.4950000,1,50,0,0
11.2937200,46.0093900,1,50,0,0
7.6673300,45.2853600,1,50,0,0
10.7577500,45.5250300,1,50,0,0
10.9942800,45.3866900,1,50,0,0
11.7031400,45.3850000,1,50,0,0
11.7107500,45.3843600,1,50,0,0
11.6414700,45.3966900,1,50,0,0
11.6439700,45.3706400,1,50,0,0
10.9490800,45.7371400,1,50,0,0
14.7406400,41.2206400,1,30,0,0
9.1234700,45.7497800,1,50,0,0
10.9940000,45.3788300,1,50,0,0
11.9662200,44.9935300,1,50,0,0
11.7185800,45.4114700,1,50,0,0
7.8941900,44.4971100,1,50,0,0
10.5891900,44.6244400,1,50,0,0
11.9120000,43.0614700,1,50,0,0
15.9537500,41.2703100,1,90,0,0
15.9473600,41.2684400,1,90,0,0
11.1435800,46.6210300,1,50,0,0
10.9918300,43.7203100,1,90,0,0
15.7430600,37.9314200,1,90,0,0
11.8946400,45.3687500,1,90,0,0
11.8857500,45.3671100,1,90,0,0
15.6407800,38.0072800,1,90,0,0
8.2170000,44.0823100,3,50,0,0
11.2921100,46.3443900,1,50,0,0
11.2398600,44.8406400,1,50,0,0
18.4213900,40.2929400,2,,0,0
11.7455300,45.2302500,2,,0,0
13.9069200,42.8887500,2,,0,0
9.1373100,45.7375600,2,,0,0
9.1145800,45.7417500,2,,0,0
9.1498100,45.7217800,2,,0,0
9.1211900,45.7407200,2,,0,0
8.4602500,45.5539200,2,,0,0
9.1003900,45.5419700,2,,0,0
10.2122800,45.5427200,2,,0,0
7.9856100,44.7953600,2,,0,0
14.1876700,42.4281400,2,,0,0
13.7905600,43.1873900,2,,0,0
14.1647200,42.4077800,2,,0,0
14.2672800,42.4315000,1,50,0,0
14.1311700,42.2973300,1,50,0,0
13.2920800,43.4452500,1,50,0,0
12.9004400,46.1019200,1,50,0,0
12.3144200,45.6230600,1,50,0,0
12.2042500,45.5738600,1,50,0,0
12.1443900,44.8353900,1,50,0,0
12.1164400,44.8327800,1,50,0,0
11.9031900,45.1841900,1,50,0,0
11.4898600,44.7903300,1,50,0,0
11.4213100,43.9329200,1,50,0,0
11.3827200,44.7930600,1,50,0,0
11.3155800,46.0088300,1,50,0,0
11.3113100,46.0089400,1,50,0,0
10.8709200,45.2859200,1,50,0,0
10.7753100,45.5410800,1,50,0,0
10.6993300,45.4426400,1,30,0,0
10.5156900,44.7766700,1,50,0,0
10.2192500,45.5772800,1,80,0,0
9.9242800,44.9949200,1,50,0,0
9.6152500,44.9636100,1,50,0,0
9.5232800,44.9698600,1,50,0,0
9.5224400,44.9533900,1,30,0,0
9.5219700,44.9557800,1,30,0,0
9.5177500,44.9485600,1,50,0,0
9.4167200,44.9511900,1,50,0,0
9.3999400,44.9510600,1,50,0,0
9.3961900,45.1596700,1,70,0,0
9.3604700,44.9987500,1,50,0,0
9.2695800,45.6005600,1,50,0,0
9.2585000,45.5913300,1,50,0,0
9.1645600,45.7250000,1,50,0,0
9.1528100,45.7315000,1,50,0,0
9.1465800,45.7190800,1,50,0,0
9.1395000,45.7276100,1,50,0,0
9.1221100,45.1495000,1,50,0,0
9.1146700,45.7432200,1,50,0,0
9.1110300,45.7296700,1,50,0,0
9.0756100,45.2756400,1,50,0,0
9.0501900,45.2816700,1,50,0,0
8.9341700,45.1927500,1,50,0,0
8.9326100,45.1931900,1,50,0,0
8.8519400,45.6229700,1,50,0,0
8.6394700,45.6676400,1,50,0,0
8.6362200,45.6670600,1,50,0,0
8.6310800,45.6735600,1,50,0,0
8.6310300,45.6753300,1,50,0,0
8.6257800,45.6654200,1,50,0,0
8.6224200,45.6651400,1,50,0,0
8.4858600,45.1834700,1,50,0,0
8.4832500,45.1830000,1,50,0,0
8.4808600,45.1796900,1,30,0,0
8.4782200,45.1767200,1,50,0,0
8.4762500,45.1753900,1,50,0,0
8.4747500,45.1744200,1,50,0,0
8.4560000,45.0188900,1,50,0,0
7.7523100,44.3982500,1,70,0,0
7.2863300,44.4788900,1,50,0,0
7.2737200,44.4848600,1,70,0,0
10.6561100,42.9671100,4,70,0,0
10.6135800,42.9668300,4,70,0,0
11.7513100,45.3503100,1,50,0,0
11.9291900,43.0294700,1,60,0,0
12.2039700,45.7455000,1,50,0,0
11.4927800,45.6588600,1,50,0,0
12.2062200,45.7594400,1,50,0,0
18.0132200,40.0851900,2,,0,0
7.7923600,44.3277800,1,50,0,0
10.6456400,46.6293900,1,50,0,0
7.7099200,44.3699200,1,50,0,0
11.7241400,45.2253600,1,50,0,0
7.4108100,44.5643300,1,50,0,0
12.0273900,45.2522200,1,50,0,0
14.4557800,41.1994200,1,50,0,0
12.2355800,45.6257500,1,50,0,0
11.4774700,46.4294400,1,50,0,0
11.3762200,46.4983900,1,40,0,0
14.5273900,41.2317500,1,60,0,0
18.4800600,40.1446400,1,50,0,0
11.4115800,43.9877800,1,50,0,0
10.5968600,46.6193100,1,50,0,0
8.8135600,44.8936100,1,70,0,0
11.2267800,45.9366700,1,50,0,0
10.6501700,46.6288100,1,50,0,0
10.3320800,45.4860300,1,90,0,0
10.9664700,43.8865800,1,50,0,0
7.3536900,44.5660600,1,50,0,0
18.3242500,40.0145300,1,50,0,0
11.7844400,46.3787500,1,50,0,0
11.9246900,46.5769400,1,50,0,0
11.8744200,46.5500800,1,50,0,0
10.5776100,46.6108600,1,50,0,0
10.5841400,46.6216400,1,50,0,0
11.9290300,46.7985800,1,60,0,0
7.7518300,44.3498900,1,50,0,0
11.5853600,45.5457500,1,90,0,0
11.8686100,46.5512800,1,50,0,0
11.1480800,44.7877800,1,50,0,0
12.3666700,46.6897500,1,40,0,0
12.1847500,45.4298900,1,70,0,0
11.7633300,45.3965600,1,50,0,0
11.8416100,45.3948300,1,90,0,0
11.8770600,44.4125300,1,70,0,0
11.1796400,46.6690800,1,40,0,0
17.5218300,40.6373100,2,,0,0
8.9401100,45.1435000,1,70,0,0
9.5019700,45.2568100,1,50,0,0
12.3621700,44.1719200,1,50,0,0
11.2489700,46.4155600,1,50,0,0
11.8040800,44.4534400,1,50,0,0
11.3879700,46.3967800,1,50,0,0
12.0548600,46.7900800,1,50,0,0
11.3848100,46.3953300,1,50,0,0
10.4753100,45.0074700,1,50,0,0
10.4793900,45.0049400,1,50,0,0
11.8290600,45.6251100,1,50,0,0
11.8815800,44.5329200,1,50,0,0
12.0985300,46.2470600,1,70,0,0
11.9448300,44.3892500,1,50,0,0
12.3731100,42.0785300,1,90,0,0
12.0407500,46.2629400,1,70,0,0
11.9973300,44.4887200,1,50,0,0
7.5280600,44.5772800,1,70,0,0
11.8950800,46.4981700,1,50,0,0
11.7943100,44.5713300,1,50,0,0
11.1445300,46.6122500,1,50,0,0
10.9294200,45.8556900,1,50,0,0
9.2394400,45.7561400,2,,0,0
9.2258300,45.6891400,2,,0,0
9.2928100,45.5421100,1,50,0,0
9.3043300,45.5406400,1,50,0,0
11.8215600,44.3910300,1,50,0,0
9.2819400,45.3967800,2,,0,0
9.6297800,45.0624200,2,,0,0
9.2915800,45.0788900,2,,0,0
9.3155800,45.2736100,2,,0,0
9.5447500,45.0574200,1,50,0,0
9.5959200,45.0563600,1,50,0,0
9.5779400,44.9798600,1,50,0,0
10.7415300,44.8468600,1,50,0,0
9.5798600,45.1705300,1,50,0,0
9.4981900,45.1786100,1,50,0,0
9.4939400,45.1824200,2,,0,0
9.4929700,45.1835300,1,50,0,0
9.4970800,45.1933300,2,,0,0
9.4866400,45.1873100,1,50,0,0
9.4810600,45.1869400,2,,0,0
9.4505800,45.2101700,2,,0,0
9.4927800,45.2098300,1,50,0,0
9.5019200,45.2572500,1,50,0,0
9.5023600,45.2632800,1,50,0,0
9.5023300,45.2634700,1,50,0,0
9.4326700,45.4156900,2,,0,0
9.6035000,45.5186400,1,50,0,0
9.6037200,45.5187500,1,50,0,0
10.0536700,45.4863100,1,50,0,0
10.0530300,45.4830800,1,50,0,0
10.4574400,45.7343100,1,50,0,0
10.4599400,45.7355800,1,50,0,0
10.5417800,45.8323300,1,50,0,0
10.6671400,45.9793300,1,50,0,0
